In-flight Analysis - Untitled at 30% Throttle
Sea Level, 29.92inHg, 68°F

Motor: SunnySky x2820 920; 920rpm/V; 1.1A no-load; 0.028 Ohms.
Battery: 6200mah 4S (60C); 4 cells; 6200mAh @ 3.7V; 0.005 Ohms/cell.
Speed Control: Castle Creations Phoenix 60; 0.0012 Ohms; High rate.
Drive System: 12x6; 12x7 (Pconst=1.16; Tconst=1) direct drive.
Airframe: Great Planes Spectra; 1sq.in; 11.9oz RTF; 1709.3oz/sq.ft; Cd=0.072; Cl=0.33; Clopt=0.32; Clmax=1.07.
Stats: 52 W/lb in; 42 W/lb out; 207mph stall; 379mph opt; 372mph level; -7094ft/min @ -12.3°; -7094ft/min @ -12.3°.

AirSpd   Drag   Lift  Batt Motor Motor  Input   Loss MGbOut MotGb Shaft   Prop Thrust  PSpd  Prop Total   Time
 (mph)   (oz)   (oz)  Amps  Amps Volts    (W)    (W)    (W) Ef(%) Ef(%)    RPM   (oz) (mph) Ef(%) Ef(%)  (m:s)

   0.0    0.0    0.0   2.7   9.0   4.2   38.3    6.7   31.5  82.4  78.9   3669   13.8  24.3   0.0   0.0 137:42
   1.0    0.0    0.0   2.7   9.0   4.2   38.3    6.7   31.5  82.4  78.9   3669   13.6  23.3   5.3   4.2 137:42
   2.0    0.0    0.0   2.7   9.0   4.2   38.3    6.7   31.6  82.4  78.9   3669   13.3  22.3  10.4   8.2 137:34
   3.0    0.0    0.0   2.7   9.0   4.2   38.4    6.7   31.6  82.4  78.9   3668   13.0  21.3  15.3  12.1 137:20
   4.0    0.0    0.0   2.7   9.0   4.2   38.4    6.8   31.7  82.4  78.9   3667   12.8  20.3  20.0  15.8 137:06
   5.0    0.0    0.0   2.7   9.1   4.2   38.5    6.8   31.7  82.4  78.9   3667   12.5  19.3  24.4  19.3 136:52
   6.0    0.0    0.0   2.7   9.1   4.2   38.5    6.8   31.8  82.4  78.9   3666   12.2  18.3  28.7  22.6 136:42
   7.0    0.0    0.0   2.7   9.1   4.2   38.5    6.8   31.8  82.4  78.9   3666   12.0  17.3  32.7  25.8 136:38
   8.0    0.0    0.0   2.7   9.1   4.2   38.5    6.8   31.7  82.4  78.9   3667   11.6  16.3  36.4  28.7 136:59
   9.0    0.0    0.0   2.7   9.0   4.2   38.2    6.7   31.5  82.4  78.8   3670   11.3  15.3  39.9  31.5 137:59
  10.0    0.0    0.0   2.7   8.9   4.3   37.7    6.7   31.0  82.3  78.8   3676   10.8  14.4  43.2  34.0 140:02
  11.0    0.0    0.0   2.6   8.7   4.3   36.9    6.6   30.3  82.2  78.8   3685   10.3  13.4  46.2  36.4 143:01
  12.0    0.0    0.0   2.5   8.4   4.3   35.9    6.5   29.5  82.0  78.7   3696    9.7  12.5  49.0  38.5 147:02
  13.0    0.0    0.0   2.4   8.1   4.3   34.8    6.4   28.4  81.7  78.5   3709    9.1  11.6  51.5  40.5 152:16
  14.0    0.0    0.0   2.3   7.8   4.3   33.3    6.2   27.1  81.3  78.3   3726    8.4  10.7  53.8  42.1 159:21
  15.0    0.0    0.0   2.2   7.3   4.3   31.4    6.0   25.4  80.8  78.0   3747    7.6   9.8  55.8  43.5 169:17
  16.0    0.0    0.0   2.0   6.8   4.3   29.1    5.8   23.3  80.0  77.4   3773    6.8   9.0  57.6  44.6 183:01
  17.0    0.0    0.0   1.8   6.1   4.3   26.5    5.6   20.8  78.7  76.4   3802    5.8   8.2  59.2  45.2 202:01
  18.0    0.0    0.0   1.6   5.4   4.3   23.4    5.4   18.0  76.8  74.8   3836    4.9   7.4  60.6  45.3 229:00
  19.0    0.0    0.0   1.4   4.6   4.3   20.0    5.2   14.8  73.8  72.2   3873    3.9   6.7  61.8  44.6 268:58
  20.0    0.0    0.0   1.1   3.7   4.4   16.3    5.1   11.2  68.8  67.5   3914    2.8   5.9  62.8  42.4 332:42
  21.0    0.0    0.0   0.8   2.8   4.4   12.1    5.0    7.2  59.2  58.4   3958    1.8   5.2  63.6  37.1 448:10
  22.0    0.0    0.0   0.5   1.7   4.4    7.6    4.9    2.8  36.1  35.8   4005    0.7   4.6  64.3  23.0 715:10

Note: Motor performance calculations take ambient temperature and heating effects into account.

Generated by MotoCalc 8.09, 4/17/2025 9:28 AM.
