In-flight Analysis - Untitled at 40% Throttle
Sea Level, 29.92inHg, 68°F

Motor: SunnySky x2820 920; 920rpm/V; 1.1A no-load; 0.028 Ohms.
Battery: 6200mah 4S (60C); 4 cells; 6200mAh @ 3.7V; 0.005 Ohms/cell.
Speed Control: Castle Creations Phoenix 60; 0.0012 Ohms; High rate.
Drive System: 12x6; 12x7 (Pconst=1.16; Tconst=1) direct drive.
Airframe: Great Planes Spectra; 1sq.in; 11.9oz RTF; 1709.3oz/sq.ft; Cd=0.072; Cl=0.33; Clopt=0.32; Clmax=1.07.
Stats: 109 W/lb in; 93 W/lb out; 207mph stall; 379mph opt; 372mph level; -7094ft/min @ -12.3°; -7094ft/min @ -12.3°.

AirSpd   Drag   Lift  Batt Motor Motor  Input   Loss MGbOut MotGb Shaft   Prop Thrust  PSpd  Prop Total   Time
 (mph)   (oz)   (oz)  Amps  Amps Volts    (W)    (W)    (W) Ef(%) Ef(%)    RPM   (oz) (mph) Ef(%) Ef(%)  (m:s)

   0.0    0.0    0.0   5.8  14.5   5.6   81.1   11.9   69.2  85.3  80.9   4769   23.4  31.6   0.0   0.0  64:20
   1.0    0.0    0.0   5.8  14.5   5.6   81.1   11.9   69.2  85.3  80.9   4769   23.0  30.6   4.1   3.3  64:20
   2.0    0.0    0.0   5.8  14.5   5.6   81.2   11.9   69.3  85.3  80.9   4769   22.7  29.6   8.1   6.6  64:19
   3.0    0.0    0.0   5.8  14.5   5.6   81.3   11.9   69.3  85.3  80.9   4768   22.3  28.6  12.0   9.7  64:14
   4.0    0.0    0.0   5.8  14.5   5.6   81.4   11.9   69.4  85.3  80.9   4767   22.0  27.6  15.7  12.7  64:10
   5.0    0.0    0.0   5.8  14.5   5.6   81.5   12.0   69.5  85.3  80.9   4766   21.6  26.6  19.3  15.6  64:04
   6.0    0.0    0.0   5.8  14.5   5.6   81.6   12.0   69.6  85.3  80.9   4765   21.3  25.6  22.8  18.4  63:59
   7.0    0.0    0.0   5.8  14.5   5.6   81.6   12.0   69.7  85.3  80.9   4764   20.9  24.6  26.1  21.1  63:55
   8.0    0.0    0.0   5.8  14.6   5.6   81.7   12.0   69.7  85.3  80.9   4764   20.6  23.6  29.3  23.7  63:52
   9.0    0.0    0.0   5.8  14.6   5.6   81.7   12.0   69.7  85.3  80.9   4764   20.2  22.6  32.4  26.2  63:50
  10.0    0.0    0.0   5.8  14.6   5.6   81.7   12.0   69.7  85.3  80.9   4764   19.8  21.6  35.3  28.5  63:55
  11.0    0.0    0.0   5.8  14.5   5.6   81.3   11.9   69.4  85.3  80.9   4768   19.4  20.6  38.1  30.8  64:12
  12.0    0.0    0.0   5.8  14.4   5.6   80.8   11.9   68.9  85.3  80.9   4772   18.9  19.6  40.7  32.9  64:39
  13.0    0.0    0.0   5.7  14.2   5.6   79.9   11.7   68.2  85.3  81.0   4781   18.3  18.7  43.2  35.0  65:25
  14.0    0.0    0.0   5.6  14.0   5.6   78.7   11.5   67.2  85.3  81.1   4791   17.6  17.8  45.5  36.9  66:26
  15.0    0.0    0.0   5.5  13.7   5.6   77.3   11.3   66.0  85.3  81.1   4804   16.9  16.8  47.7  38.7  67:44
  16.0    0.0    0.0   5.4  13.4   5.6   75.6   11.1   64.5  85.3  81.2   4819   16.2  15.9  49.7  40.4  69:20
  17.0    0.0    0.0   5.2  13.1   5.6   73.7   10.8   62.8  85.3  81.3   4837   15.4  15.1  51.6  42.0  71:15
  18.0    0.0    0.0   5.0  12.6   5.7   71.3   10.5   60.8  85.3  81.4   4857   14.5  14.2  53.3  43.4  73:42
  19.0    0.0    0.0   4.8  12.1   5.7   68.5   10.2   58.4  85.2  81.5   4882   13.6  13.4  54.9  44.8  76:52
  20.0    0.0    0.0   4.6  11.5   5.7   65.2    9.8   55.5  85.0  81.5   4911   12.6  12.6  56.4  46.0  80:54
  21.0    0.0    0.0   4.3  10.8   5.7   61.5    9.3   52.2  84.8  81.5   4944   11.6  11.8  57.7  47.0  86:02
  22.0    0.0    0.0   4.0  10.0   5.7   57.3    8.9   48.4  84.5  81.4   4980   10.4  11.0  58.9  47.9  92:36
  23.0    0.0    0.0   3.7   9.2   5.7   52.7    8.5   44.2  83.9  81.1   5019    9.3  10.3  59.9  48.6 101:04
  24.0    0.0    0.0   3.3   8.3   5.7   47.6    8.1   39.5  83.1  80.6   5062    8.1   9.6  60.9  49.1 112:13
  25.0    0.0    0.1   2.9   7.3   5.8   42.1    7.7   34.4  81.8  79.7   5108    6.9   8.9  61.7  49.1 127:24
  26.0    0.0    0.1   2.5   6.2   5.8   36.1    7.3   28.8  79.8  78.0   5158    5.6   8.2  62.4  48.7 148:58
  27.0    0.0    0.1   2.0   5.1   5.8   29.8    7.0   22.8  76.5  75.1   5210    4.3   7.5  63.1  47.4 181:38
  28.0    0.0    0.1   1.6   3.9   5.8   23.0    6.7   16.2  70.6  69.6   5265    3.0   6.9  63.6  44.3 236:30
  29.0    0.0    0.1   1.1   2.7   5.9   15.7    6.6    9.2  58.2  57.6   5323    1.6   6.3  64.1  37.0 346:49
  30.0    0.0    0.1   0.5   1.4   5.9    8.1    6.5    1.6  19.7  19.6   5383    0.3   5.7  64.5  12.6 678:07

Note: Motor performance calculations take ambient temperature and heating effects into account.

Generated by MotoCalc 8.09, 4/17/2025 9:28 AM.
