In-flight Analysis - Untitled at 30% Throttle
Sea Level, 29.92inHg, 59°F

Motor: SunnySky x2820 920kV; 920rpm/V; 0.028A no-load; 0.028 Ohms.
Battery: Turnigy 9000mAH 3S; 3 cells; 9000mAh @ 3.7V; 0.004 Ohms/cell.
Speed Control: Castel Creations PHoenix 60; 0.0012 Ohms; High rate.
Drive System: 13x8; 13x9 (Pconst=1.31; Tconst=0.95) direct drive.
Airframe: Great Planes Spectra; 1sq.in; Cd=0.072; Cl=0.33; Clopt=0.32; Clmax=1.07.

AirSpd   Drag   Lift  Batt Motor Motor  Input   Loss MGbOut MotGb Shaft   Prop Thrust  PSpd  Prop Total   Time
 (mph)   (oz)   (oz)  Amps  Amps Volts    (W)    (W)    (W) Ef(%) Ef(%)    RPM   (oz) (mph) Ef(%) Ef(%)  (m:s)

   0.0    0.0    0.0   2.7   8.9   3.2   28.6    2.3   26.4  92.0  88.8   2728   12.1  23.2   0.0   0.0 201:51
   1.0    0.0    0.0   2.7   8.9   3.2   28.6    2.3   26.4  92.0  88.8   2728   11.8  22.2   5.6   4.9 201:51
   2.0    0.0    0.0   2.7   8.9   3.2   28.7    2.3   26.4  92.0  88.7   2727   11.6  21.2  10.9   9.7 201:26
   3.0    0.0    0.0   2.7   9.0   3.2   28.8    2.3   26.5  92.0  88.7   2726   11.4  20.2  16.0  14.2 200:52
   4.0    0.0    0.0   2.7   9.0   3.2   28.9    2.3   26.5  91.9  88.7   2725   11.1  19.2  20.8  18.5 200:11
   5.0    0.0    0.0   2.7   9.0   3.2   29.0    2.3   26.6  91.9  88.6   2724   10.9  18.2  25.4  22.5 199:31
   6.0    0.0    0.0   2.7   9.0   3.2   29.0    2.4   26.7  91.9  88.6   2723   10.7  17.2  29.8  26.4 198:57
   7.0    0.0    0.0   2.7   9.1   3.2   29.1    2.4   26.7  91.9  88.6   2722   10.4  16.2  33.9  30.0 198:33
   8.0    0.0    0.0   2.7   9.1   3.2   29.1    2.4   26.8  91.9  88.6   2722   10.2  15.2  37.8  33.4 198:23
   9.0    0.0    0.0   2.7   9.0   3.2   29.1    2.4   26.7  91.9  88.6   2723    9.9  14.2  41.4  36.6 198:55
  10.0    0.0    0.0   2.7   9.0   3.2   28.8    2.3   26.5  92.0  88.7   2725    9.6  13.2  44.7  39.6 200:36
  11.0    0.0    0.0   2.7   8.9   3.2   28.5    2.3   26.2  92.1  88.8   2730    9.2  12.3  47.8  42.4 203:10
  12.0    0.0    0.0   2.6   8.7   3.2   27.9    2.2   25.7  92.2  89.0   2736    8.7  11.3  50.6  45.0 207:17
  13.0    0.0    0.0   2.5   8.5   3.2   27.3    2.1   25.2  92.5  89.4   2747    8.3  10.4  53.1  47.4 212:28
  14.0    0.0    0.0   2.5   8.2   3.2   26.4    1.9   24.5  92.7  89.7   2757    7.8   9.5  55.3  49.6 219:32
  15.0    0.0    0.0   2.4   7.9   3.2   25.4    1.8   23.6  93.0  90.1   2769    7.3   8.6  57.4  51.7 228:30
  16.0    0.0    0.0   2.2   7.5   3.2   24.2    1.6   22.6  93.3  90.5   2784    6.7   7.7  59.1  53.5 240:31
  17.0    0.0    0.0   2.1   7.0   3.2   22.7    1.4   21.2  93.7  91.1   2802    6.1   6.9  60.7  55.3 257:02
  18.0    0.0    0.0   1.9   6.4   3.2   20.9    1.2   19.7  94.1  91.7   2823    5.5   6.1  62.0  56.8 279:25
  19.0    0.0    0.0   1.7   5.8   3.3   18.9    1.0   17.9  94.6  92.5   2847    4.8   5.3  63.0  58.3 310:15
  20.0    0.0    0.0   1.5   5.1   3.3   16.6    0.8   15.8  95.2  93.3   2873    4.1   4.5  63.9  59.6 353:49
  21.0    0.0    0.0   1.3   4.3   3.3   14.1    0.6   13.5  95.8  94.1   2903    3.3   3.7  64.6  60.8 418:23
  22.0    0.0    0.0   1.0   3.4   3.3   11.3    0.4   10.9  96.3  95.0   2935    2.6   3.0  65.2  61.9 522:07
  23.0    0.0    0.0   0.8   2.5   3.3    8.3    0.3    8.1  96.8  95.8   2969    1.9   2.3  65.6  62.9 712:00
  24.0    0.0    0.1   0.5   1.5   3.3    5.1    0.2    5.0  96.9  96.3   3006    1.1   1.6  65.9  63.5 1164:41
  25.0    0.0    0.1   0.2   0.5   3.3    1.7    0.1    1.6  94.0  93.8   3045    0.3   1.0  66.1  62.0 3585:42

Note: Motor performance calculations take ambient temperature and heating effects into account.

Generated by MotoCalc 8.09, 10/8/2025 1:26 PM.
