In-flight Analysis - Untitled at 50% Throttle
Sea Level, 29.92inHg, 59°F

Motor: SunnySky x2820 920kV; 920rpm/V; 0.028A no-load; 0.028 Ohms.
Battery: Turnigy 9000mAH 3S; 3 cells; 9000mAh @ 3.7V; 0.004 Ohms/cell.
Speed Control: Castel Creations PHoenix 60; 0.0012 Ohms; High rate.
Drive System: 13x8; 13x9 (Pconst=1.31; Tconst=0.95) direct drive.
Airframe: Great Planes Spectra; 1sq.in; Cd=0.072; Cl=0.33; Clopt=0.32; Clmax=1.07.

AirSpd   Drag   Lift  Batt Motor Motor  Input   Loss MGbOut MotGb Shaft   Prop Thrust  PSpd  Prop Total   Time
 (mph)   (oz)   (oz)  Amps  Amps Volts    (W)    (W)    (W) Ef(%) Ef(%)    RPM   (oz) (mph) Ef(%) Ef(%)  (m:s)

   0.0    0.0    0.0  10.8  21.7   5.3  114.2   13.9  100.3  87.8  83.3   4258   29.5  36.3   0.0   0.0  49:47
   1.0    0.0    0.0  10.8  21.7   5.3  114.2   13.9  100.3  87.8  83.3   4258   29.1  35.3   3.6   3.0  49:47
   2.0    0.0    0.0  10.9  21.7   5.3  114.2   13.9  100.3  87.8  83.3   4258   28.7  34.3   7.1   5.9  49:45
   3.0    0.0    0.0  10.9  21.7   5.3  114.4   14.0  100.4  87.8  83.3   4257   28.3  33.3  10.5   8.7  49:42
   4.0    0.0    0.0  10.9  21.8   5.3  114.5   14.0  100.5  87.8  83.2   4256   27.9  32.3  13.8  11.5  49:37
   5.0    0.0    0.0  10.9  21.8   5.3  114.7   14.0  100.7  87.8  83.2   4254   27.6  31.3  17.0  14.1  49:32
   6.0    0.0    0.0  10.9  21.8   5.3  114.9   14.1  100.8  87.7  83.2   4252   27.2  30.2  20.1  16.7  49:27
   7.0    0.0    0.0  10.9  21.9   5.3  115.1   14.2  101.0  87.7  83.1   4250   26.9  29.2  23.1  19.2  49:21
   8.0    0.0    0.0  11.0  21.9   5.3  115.3   14.2  101.1  87.7  83.1   4249   26.5  28.2  26.0  21.6  49:16
   9.0    0.0    0.0  11.0  22.0   5.3  115.5   14.3  101.2  87.7  83.1   4247   26.1  27.2  28.8  23.9  49:11
