In-flight Analysis - Untitled at 40% Throttle
Sea Level, 29.92inHg, 59°F

Motor: SunnySky x2820 920kV; 920rpm/V; 0.028A no-load; 0.028 Ohms.
Battery: Turnigy 9000mAH 3S; 3 cells; 9000mAh @ 3.7V; 0.004 Ohms/cell.
Speed Control: Castel Creations PHoenix 60; 0.0012 Ohms; High rate.
Drive System: 13x8; 13x9 (Pconst=1.31; Tconst=0.95) direct drive.
Airframe: Great Planes Spectra; 1sq.in; Cd=0.072; Cl=0.33; Clopt=0.32; Clmax=1.07.

AirSpd   Drag   Lift  Batt Motor Motor  Input   Loss MGbOut MotGb Shaft   Prop Thrust  PSpd  Prop Total   Time
 (mph)   (oz)   (oz)  Amps  Amps Volts    (W)    (W)    (W) Ef(%) Ef(%)    RPM   (oz) (mph) Ef(%) Ef(%)  (m:s)

   0.0    0.0    0.0   5.9  14.8   4.2   62.9    6.3   56.6  90.0  86.0   3519   20.1  30.0   0.0   0.0  91:04
   1.0    0.0    0.0   5.9  14.8   4.2   62.9    6.3   56.6  90.0  86.0   3519   19.8  29.0   4.3   3.7  91:04
   2.0    0.0    0.0   5.9  14.8   4.2   63.0    6.3   56.6  89.9  86.0   3519   19.5  28.0   8.5   7.3  90:59
   3.0    0.0    0.0   5.9  14.9   4.2   63.1    6.4   56.7  89.9  85.9   3517   19.2  27.0  12.6  10.8  90:49
   4.0    0.0    0.0   6.0  14.9   4.2   63.2    6.4   56.8  89.9  85.9   3516   18.9  26.0  16.5  14.2  90:37
   5.0    0.0    0.0   6.0  14.9   4.2   63.4    6.4   56.9  89.9  85.9   3515   18.6  25.0  20.2  17.4  90:24
   6.0    0.0    0.0   6.0  15.0   4.2   63.5    6.4   57.1  89.8  85.8   3513   18.3  23.9  23.9  20.5  90:10
   7.0    0.0    0.0   6.0  15.0   4.2   63.7    6.5   57.2  89.8  85.8   3512   18.0  22.9  27.3  23.4  89:58
   8.0    0.0    0.0   6.0  15.0   4.2   63.8    6.5   57.3  89.8  85.8   3511   17.7  21.9  30.6  26.3  89:48
   9.0    0.0    0.0   6.0  15.1   4.2   63.9    6.5   57.3  89.8  85.8   3510   17.4  20.9  33.8  29.0  89:40
  10.0    0.0    0.0   6.0  15.1   4.2   63.9    6.5   57.4  89.8  85.8   3509   17.0  19.9  36.8  31.6  89:36
  11.0    0.0    0.0   6.0  15.1   4.2   63.9    6.5   57.3  89.8  85.8   3510   16.7  18.9  39.7  34.1  89:39
  12.0    0.0    0.0   6.0  15.0   4.2   63.6    6.5   57.2  89.8  85.8   3512   16.3  17.9  42.4  36.4  89:59
  13.0    0.0    0.0   6.0  14.9   4.2   63.2    6.4   56.8  89.9  85.9   3516   15.8  17.0  44.9  38.6  90:36
  14.0    0.0    0.0   5.9  14.8   4.2   62.7    6.3   56.4  90.0  86.0   3521   15.4  16.0  47.3  40.7  91:24
  15.0    0.0    0.0   5.8  14.6   4.2   61.9    6.1   55.8  90.1  86.2   3529   14.9  15.1  49.5  42.7  92:38
  16.0    0.0    0.0   5.7  14.3   4.3   60.9    5.9   55.0  90.3  86.5   3539   14.3  14.2  51.6  44.6  94:11
  17.0    0.0    0.0   5.6  14.0   4.3   59.8    5.7   54.1  90.5  86.7   3550   13.7  13.3  53.5  46.4  96:06
  18.0    0.0    0.0   5.5  13.7   4.3   58.4    5.4   53.0  90.7  87.0   3563   13.1  12.4  55.2  48.0  98:24
  19.0    0.0    0.0   5.3  13.3   4.3   56.9    5.1   51.8  91.0  87.4   3577   12.5  11.5  56.8  49.6 101:09
  20.0    0.0    0.0   5.2  12.9   4.3   55.2    4.8   50.4  91.3  87.8   3594   11.8  10.6  58.2  51.1 104:29
  21.0    0.0    0.0   5.0  12.4   4.3   53.1    4.4   48.7  91.7  88.3   3614   11.1   9.8  59.5  52.5 108:44
  22.0    0.0    0.0   4.7  11.8   4.3   50.7    4.0   46.7  92.0  88.8   3636   10.4   9.0  60.6  53.8 114:03
  23.0    0.0    0.0   4.5  11.2   4.3   48.0    3.6   44.4  92.5  89.4   3662    9.6   8.2  61.6  55.1 120:42
  24.0    0.0    0.1   4.2  10.5   4.3   45.0    3.2   41.8  93.0  90.1   3689    8.8   7.4  62.4  56.2 129:01
  25.0    0.0    0.1   3.9   9.7   4.3   41.7    2.7   39.0  93.5  90.8   3720    8.0   6.7  63.2  57.4 139:33
  26.0    0.0    0.1   3.5   8.8   4.3   38.1    2.3   35.9  94.0  91.6   3752    7.1   6.0  63.8  58.5 153:03
  27.0    0.0    0.1   3.2   7.9   4.3   34.3    1.8   32.5  94.6  92.4   3788    6.3   5.3  64.4  59.5 170:25
  28.0    0.0    0.1   2.8   6.9   4.3   30.2    1.4   28.7  95.2  93.3   3825    5.4   4.6  64.8  60.5 194:32
  29.0    0.0    0.1   2.4   5.9   4.4   25.7    1.1   24.7  95.8  94.1   3864    4.5   3.9  65.2  61.4 228:46
  30.0    0.0    0.1   1.9   4.8   4.4   21.0    0.8   20.3  96.4  95.0   3905    3.6   3.3  65.5  62.3 280:46
  31.0    0.0    0.1   1.5   3.7   4.4   16.1    0.5   15.6  97.0  95.9   3948    2.7   2.6  65.7  63.1 368:45
  32.0    0.0    0.1   1.0   2.5   4.4   10.9    0.3   10.6  97.3  96.6   3993    1.8   2.0  65.9  63.7 548:22
  33.0    0.0    0.1   0.5   1.2   4.4    5.4    0.2    5.2  97.0  96.6   4039    0.8   1.4  66.0  63.8 1109:55

Note: Motor performance calculations take ambient temperature and heating effects into account.

Generated by MotoCalc 8.09, 10/8/2025 1:25 PM.
